web-scraper-order,web-scraper-start-url,season,season-href,anime,anime-href,name,score,rank,popularity,members,season_repeat,type,studio
1648539117-2902,https://myanimelist.net/anime/season/archive,Summer 2013,https://myanimelist.net/anime/season/2013/summer,Kami nomi zo Shiru Sekai: Megami-hen,https://myanimelist.net/anime/16706/Kami_nomi_zo_Shiru_Sekai__Megami-hen,Kami nomi zo Shiru Sekai: Megami-hen,8.03,#523,#595,"311,197",Summer 2013,TV,Manglobe
1648531351-1665,https://myanimelist.net/anime/season/archive,Winter 2005,https://myanimelist.net/anime/season/2005/winter,Damekko Doubutsu,https://myanimelist.net/anime/485/Damekko_Doubutsu,Damekko Doubutsu,7.27,#2571,#5379,"10,480",Winter 2005,TV,Magic Bus
1648550587-4752,https://myanimelist.net/anime/season/archive,Summer 2021,https://myanimelist.net/anime/season/2021/summer,Megami-ryou no Ryoubo-kun.,https://myanimelist.net/anime/41812/Megami-ryou_no_Ryoubo-kun,Megami-ryou no Ryoubo-kun.,6.54,#6007,#1340,"137,208",Summer 2021,TV,asread.
1648534308-2134,https://myanimelist.net/anime/season/archive,Spring 2008,https://myanimelist.net/anime/season/2008/spring,Zettai Karen Children,https://myanimelist.net/anime/4038/Zettai_Karen_Children,Zettai Karen Children,7.32,#2337,#2811,"42,904",Spring 2008,TV,SynergySP
1648547418-4244,https://myanimelist.net/anime/season/archive,Winter 2018,https://myanimelist.net/anime/season/2018/winter,IDOLiSH7,https://myanimelist.net/anime/33899/IDOLiSH7,IDOLiSH7,7.72,#1045,#2483,"54,784",Winter 2018,TV,TROYCA
1648522503-310,https://myanimelist.net/anime/season/archive,Winter 1980,https://myanimelist.net/anime/season/1980/winter,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,https://myanimelist.net/anime/3876/Maeterlinck_no_Aoi_Tori__Tyltyl_Mytyl_no_Bouken_Ryokou,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,6.19,#7838,#11680,911,Winter 1980,TV,Toei Animation
1648539850-3014,https://myanimelist.net/anime/season/archive,Winter 2013,https://myanimelist.net/anime/season/2013/winter,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,https://myanimelist.net/anime/14749/Ore_no_Kanojo_to_Osananajimi_ga_Shuraba_Sugiru,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,6.97,#3971,#355,"491,134",Winter 2013,TV,A-1 Pictures
1648525235-712,https://myanimelist.net/anime/season/archive,Fall 1993,https://myanimelist.net/anime/season/1993/fall,Tanoshii Willow Town,https://myanimelist.net/anime/4599/Tanoshii_Willow_Town,Tanoshii Willow Town,6.26,#7489,#11995,812,Fall 1993,TV,null
1648533579-2019,https://myanimelist.net/anime/season/archive,Winter 2007,https://myanimelist.net/anime/season/2007/winter,Deltora Quest,https://myanimelist.net/anime/1826/Deltora_Quest,Deltora Quest,7.05,#3629,#3662,"26,236",Winter 2007,TV,OLM
1648532941-1918,https://myanimelist.net/anime/season/archive,Summer 2007,https://myanimelist.net/anime/season/2007/summer,Buzzer Beater 2nd Season,https://myanimelist.net/anime/2684/Buzzer_Beater_2nd_Season,Buzzer Beater 2nd Season,6.82,#4611,#5954,"8,174",Summer 2007,TV,TMS Entertainment
1648524403-591,https://myanimelist.net/anime/season/archive,Spring 1989,https://myanimelist.net/anime/season/1989/spring,Juushin Liger,https://myanimelist.net/anime/4119/Juushin_Liger,Juushin Liger,6.52,#6157,#10040,"1,766",Spring 1989,TV,Sunrise
1648541778-3328,https://myanimelist.net/anime/season/archive,Summer 2015,https://myanimelist.net/anime/season/2015/summer,Kurayami Santa,https://myanimelist.net/anime/30947/Kurayami_Santa,Kurayami Santa,5.18,#11495,#8985,"2,649",Summer 2015,TV,ILCA
1648527612-1073,https://myanimelist.net/anime/season/archive,Winter 1999,https://myanimelist.net/anime/season/1999/winter,Seikai no Monshou,https://myanimelist.net/anime/290/Seikai_no_Monshou,Seikai no Monshou,7.66,#1171,#2687,"47,054",Winter 1999,TV,Sunrise
1648526242-858,https://myanimelist.net/anime/season/archive,Fall 1997,https://myanimelist.net/anime/season/1997/fall,Hanitarou Desu.,https://myanimelist.net/anime/34831/Hanitarou_Desu,Hanitarou Desu.,N/A,#16395,#16424,207,Fall 1997,TV,Toei Animation
1648547856-4315,https://myanimelist.net/anime/season/archive,Fall 2019,https://myanimelist.net/anime/season/2019/fall,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",https://myanimelist.net/anime/37393/Watashi_Nouryoku_wa_Heikinchi_de_tte_Itta_yo_ne,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.81,#4688,#1247,"149,425",Fall 2019,TV,Project No.9
1648528304-1181,https://myanimelist.net/anime/season/archive,Spring 2001,https://myanimelist.net/anime/season/2001/spring,Tantei Shounen Kageman,https://myanimelist.net/anime/17487/Tantei_Shounen_Kageman,Tantei Shounen Kageman,N/A,#14229,#15447,273,Spring 2001,TV,Studio Hibari
1648546596-4109,https://myanimelist.net/anime/season/archive,Summer 2018,https://myanimelist.net/anime/season/2018/summer,Chuukan Kanriroku Tonegawa,https://myanimelist.net/anime/37338/Chuukan_Kanriroku_Tonegawa,Chuukan Kanriroku Tonegawa,7.17,#3045,#3103,"36,164",Summer 2018,TV,Madhouse
1648529780-1414,https://myanimelist.net/anime/season/archive,Winter 2003,https://myanimelist.net/anime/season/2003/winter,Nanaka 6/17,https://myanimelist.net/anime/776/Nanaka_6_17,Nanaka 6/17,6.6,#5687,#5842,"8,581",Winter 2003,TV,J.C.Staff
1648526921-964,https://myanimelist.net/anime/season/archive,Spring 1998,https://myanimelist.net/anime/season/1998/spring,Yu?Gi?Oh!,https://myanimelist.net/anime/550/Yu%E2%98%86Gi%E2%98%86Oh,Yu?Gi?Oh!,7.21,#2915,#897,"213,042",Spring 1998,TV,Toei Animation
1648521885-223,https://myanimelist.net/anime/season/archive,Fall 1977,https://myanimelist.net/anime/season/1977/fall,Ore wa Teppei,https://myanimelist.net/anime/3827/Ore_wa_Teppei,Ore wa Teppei,6.48,#6350,#10685,"1,351",Fall 1977,TV,Nippon Animation
1648528111-1151,https://myanimelist.net/anime/season/archive,Fall 2001,https://myanimelist.net/anime/season/2001/fall,Chicchana Yukitsukai Sugar,https://myanimelist.net/anime/831/Chicchana_Yukitsukai_Sugar,Chicchana Yukitsukai Sugar,7.07,#3520,#3981,"21,906",Fall 2001,TV,J.C.Staff
1648535154-2268,https://myanimelist.net/anime/season/archive,Spring 2009,https://myanimelist.net/anime/season/2009/spring,Sugar Bunnies Fleur,https://myanimelist.net/anime/6481/Sugar_Bunnies_Fleur,Sugar Bunnies Fleur,N/A,#14093,#12944,571,Spring 2009,TV,Asahi Production
1648527943-1124,https://myanimelist.net/anime/season/archive,Winter 2000,https://myanimelist.net/anime/season/2000/winter,Nyani ga Nyandaa Nyandaa Kamen,https://myanimelist.net/anime/9810/Nyani_ga_Nyandaa_Nyandaa_Kamen,Nyani ga Nyandaa Nyandaa Kamen,6.52,#6132,#11574,949,Winter 2000,TV,Sunrise
1648531027-1614,https://myanimelist.net/anime/season/archive,Summer 2005,https://myanimelist.net/anime/season/2005/summer,Full Metal Panic! The Second Raid,https://myanimelist.net/anime/73/Full_Metal_Panic_The_Second_Raid,Full Metal Panic! The Second Raid,7.94,#643,#792,"244,025",Summer 2005,TV,Kyoto Animation
1648546932-4164,https://myanimelist.net/anime/season/archive,Spring 2018,https://myanimelist.net/anime/season/2018/spring,Nobunaga no Shinobi: Anegawa Ishiyama-hen,https://myanimelist.net/anime/37126/Nobunaga_no_Shinobi__Anegawa_Ishiyama-hen,Nobunaga no Shinobi: Anegawa Ishiyama-hen,7.06,#3566,#6294,"7,103",Spring 2018,TV,TMS Entertainment
1648527455-1048,https://myanimelist.net/anime/season/archive,Spring 1999,https://myanimelist.net/anime/season/1999/spring,A.D. Police (TV),https://myanimelist.net/anime/1349/AD_Police_TV,A.D. Police (TV),5.96,#8971,#5365,"10,542",Spring 1999,TV,Plum
1648521952-232,https://myanimelist.net/anime/season/archive,Spring 1977,https://myanimelist.net/anime/season/1977/spring,Hyouga Senshi Gaislugger,https://myanimelist.net/anime/9781/Hyouga_Senshi_Gaislugger,Hyouga Senshi Gaislugger,N/A,#16707,#12682,632,Spring 1977,TV,Toei Animation
1648540073-3050,https://myanimelist.net/anime/season/archive,Fall 2014,https://myanimelist.net/anime/season/2014/fall,Gugure! Kokkuri-san,https://myanimelist.net/anime/23251/Gugure_Kokkuri-san,Gugure! Kokkuri-san,7.57,#1412,#1114,"168,780",Fall 2014,TV,TMS Entertainment
1648550118-4676,https://myanimelist.net/anime/season/archive,Winter 2020,https://myanimelist.net/anime/season/2020/winter,Darwin's Game,https://myanimelist.net/anime/38656/Darwins_Game,Darwin's Game,7.26,#2652,#398,"444,253",Winter 2020,TV,Nexus
1648533085-1941,https://myanimelist.net/anime/season/archive,Spring 2007,https://myanimelist.net/anime/season/2007/spring,Chibinacs 2.0,https://myanimelist.net/anime/32418/Chibinacs_20,Chibinacs 2.0,N/A,#15676,#16969,177,Spring 2007,TV,null
1648522528-314,https://myanimelist.net/anime/season/archive,Winter 1980,https://myanimelist.net/anime/season/1980/winter,Mahou Shoujo Lalabel,https://myanimelist.net/anime/3878/Mahou_Shoujo_Lalabel,Mahou Shoujo Lalabel,6.47,#6421,#10010,"1,786",Winter 1980,TV,Toei Animation
1648545977-4008,https://myanimelist.net/anime/season/archive,Winter 2017,https://myanimelist.net/anime/season/2017/winter,Fuuka,https://myanimelist.net/anime/33743/Fuuka,Fuuka,6.51,#6186,#722,"264,475",Winter 2017,TV,Diomed?a
1648547639-4279,https://myanimelist.net/anime/season/archive,Fall 2019,https://myanimelist.net/anime/season/2019/fall,Zhu Zhu Xia: Jing Su Xiao Yingxiong,https://myanimelist.net/anime/41635/Zhu_Zhu_Xia__Jing_Su_Xiao_Yingxiong,Zhu Zhu Xia: Jing Su Xiao Yingxiong,N/A,#15147,#17225,164,Fall 2019,TV,null
1648542783-3492,https://myanimelist.net/anime/season/archive,Fall 2016,https://myanimelist.net/anime/season/2016/fall,Kamigami no Ki,https://myanimelist.net/anime/34292/Kamigami_no_Ki,Kamigami no Ki,5.98,#8890,#11790,873,Fall 2016,TV,Sotsu
1648546230-4049,https://myanimelist.net/anime/season/archive,Fall 2018,https://myanimelist.net/anime/season/2018/fall,Akanesasu Shoujo,https://myanimelist.net/anime/37561/Akanesasu_Shoujo,Akanesasu Shoujo,6.43,#6605,#3261,"33,205",Fall 2018,TV,DandeLion Animation Studio
1648549153-4525,https://myanimelist.net/anime/season/archive,Fall 2020,https://myanimelist.net/anime/season/2020/fall,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",https://myanimelist.net/anime/40595/Kimi_to_Boku_no_Saigo_no_Senjou_Aruiwa_Sekai_ga_Hajimaru_Seisen,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",6.62,#5627,#869,"220,544",Fall 2020,TV,SILVER LINK.
1648533428-1995,https://myanimelist.net/anime/season/archive,Spring 2007,https://myanimelist.net/anime/season/2007/spring,Claymore,https://myanimelist.net/anime/1818/Claymore,Claymore,7.75,#958,#267,"607,210",Spring 2007,TV,Madhouse
1648530659-1555,https://myanimelist.net/anime/season/archive,Winter 2004,https://myanimelist.net/anime/season/2004/winter,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,https://myanimelist.net/anime/801/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.52,#106,#915,"208,593",Winter 2004,TV,Production I.G
1648543877-3667,https://myanimelist.net/anime/season/archive,Spring 2016,https://myanimelist.net/anime/season/2016/spring,Honobono Log,https://myanimelist.net/anime/33241/Honobono_Log,Honobono Log,7.35,#2190,#2202,"67,462",Spring 2016,TV,Fanworks
1648540421-3107,https://myanimelist.net/anime/season/archive,Summer 2014,https://myanimelist.net/anime/season/2014/summer,Seireitsukai no Blade Dance,https://myanimelist.net/anime/22877/Seireitsukai_no_Blade_Dance,Seireitsukai no Blade Dance,6.73,#5068,#555,"328,420",Summer 2014,TV,TNK
1648528231-1170,https://myanimelist.net/anime/season/archive,Summer 2001,https://myanimelist.net/anime/season/2001/summer,Cosmo Warrior Zero,https://myanimelist.net/anime/1676/Cosmo_Warrior_Zero,Cosmo Warrior Zero,6.55,#5955,#7264,"4,967",Summer 2001,TV,Vega Entertainment
1648538529-2806,https://myanimelist.net/anime/season/archive,Winter 2012,https://myanimelist.net/anime/season/2012/winter,Natsume Yuujinchou Shi,https://myanimelist.net/anime/11665/Natsume_Yuujinchou_Shi,Natsume Yuujinchou Shi,8.65,#63,#873,"219,690",Winter 2012,TV,Brain's Base
1648539087-2897,https://myanimelist.net/anime/season/archive,Summer 2013,https://myanimelist.net/anime/season/2013/summer,Love Lab,https://myanimelist.net/anime/16353/Love_Lab,Love Lab,7.33,#2285,#1023,"183,180",Summer 2013,TV,Doga Kobo
1648526641-920,https://myanimelist.net/anime/season/archive,Fall 1998,https://myanimelist.net/anime/season/1998/fall,Mamotte Shugogetten!,https://myanimelist.net/anime/626/Mamotte_Shugogetten,Mamotte Shugogetten!,6.66,#5430,#6076,"7,786",Fall 1998,TV,Toei Animation
1648522366-291,https://myanimelist.net/anime/season/archive,Fall 1980,https://myanimelist.net/anime/season/1980/fall,Tondemo Senshi Muteking,https://myanimelist.net/anime/5833/Tondemo_Senshi_Muteking,Tondemo Senshi Muteking,6.26,#7493,#12006,810,Fall 1980,TV,Tatsunoko Production
1648542609-3464,https://myanimelist.net/anime/season/archive,Winter 2015,https://myanimelist.net/anime/season/2015/winter,Isuca,https://myanimelist.net/anime/25429/Isuca,Isuca,6,#8798,#1349,"135,039",Winter 2015,TV,Arms
1648522114-255,https://myanimelist.net/anime/season/archive,Spring 1978,https://myanimelist.net/anime/season/1978/spring,Majokko Tickle,https://myanimelist.net/anime/3881/Majokko_Tickle,Majokko Tickle,6.25,#7556,#11133,"1,133",Spring 1978,TV,Toei Animation
1648521543-174,https://myanimelist.net/anime/season/archive,Fall 1975,https://myanimelist.net/anime/season/1975/fall,Koutetsu Jeeg,https://myanimelist.net/anime/4198/Koutetsu_Jeeg,Koutetsu Jeeg,6.99,#3908,#8774,"2,846",Fall 1975,TV,Toei Animation
1648539416-2947,https://myanimelist.net/anime/season/archive,Spring 2013,https://myanimelist.net/anime/season/2013/spring,Aiura,https://myanimelist.net/anime/17082/Aiura,Aiura,6.67,#5315,#1968,"80,775",Spring 2013,TV,LIDENFILMS
1648546607-4111,https://myanimelist.net/anime/season/archive,Summer 2018,https://myanimelist.net/anime/season/2018/summer,Ani ni Tsukeru Kusuri wa Nai! 2,https://myanimelist.net/anime/37924/Ani_ni_Tsukeru_Kusuri_wa_Nai_2,Ani ni Tsukeru Kusuri wa Nai! 2,7.74,#985,#2883,"41,247",Summer 2018,TV,Fanworks
1648551403-4878,https://myanimelist.net/anime/season/archive,Winter 2021,https://myanimelist.net/anime/season/2021/winter,Jaku-Chara Tomozaki-kun,https://myanimelist.net/anime/40530/Jaku-Chara_Tomozaki-kun,Jaku-Chara Tomozaki-kun,7.15,#3178,#696,"274,261",Winter 2021,TV,Project No.9
1648533657-2031,https://myanimelist.net/anime/season/archive,Fall 2008,https://myanimelist.net/anime/season/2008/fall,Panpaka Pants,https://myanimelist.net/anime/32842/Panpaka_Pants,Panpaka Pants,N/A,#13206,#14922,311,Fall 2008,TV,DLE
1648547346-4232,https://myanimelist.net/anime/season/archive,Winter 2018,https://myanimelist.net/anime/season/2018/winter,Hug tto! Precure,https://myanimelist.net/anime/36593/Hug_tto_Precure,Hug tto! Precure,7.78,#915,#4841,"13,595",Winter 2018,TV,Toei Animation
1648549851-4633,https://myanimelist.net/anime/season/archive,Winter 2020,https://myanimelist.net/anime/season/2020/winter,Onigiri ni Naritai Cogimyun,https://myanimelist.net/anime/41276/Onigiri_ni_Naritai_Cogimyun,Onigiri ni Naritai Cogimyun,N/A,#13082,#16833,185,Winter 2020,TV,null
1648527221-1011,https://myanimelist.net/anime/season/archive,Fall 1999,https://myanimelist.net/anime/season/1999/fall,The Big O,https://myanimelist.net/anime/567/The_Big_O,The Big O,7.53,#1572,#1913,"84,414",Fall 1999,TV,Sunrise
1648523104-399,https://myanimelist.net/anime/season/archive,Spring 1983,https://myanimelist.net/anime/season/1983/spring,Nanako SOS,https://myanimelist.net/anime/3619/Nanako_SOS,Nanako SOS,6.27,#7451,#10121,"1,716",Spring 1983,TV,null
1648537474-2635,https://myanimelist.net/anime/season/archive,Winter 2011,https://myanimelist.net/anime/season/2011/winter,Dragon Crisis!,https://myanimelist.net/anime/9330/Dragon_Crisis,Dragon Crisis!,6.65,#5441,#1169,"162,012",Winter 2011,TV,Studio Deen
1648549129-4521,https://myanimelist.net/anime/season/archive,Fall 2020,https://myanimelist.net/anime/season/2020/fall,Kami-tachi ni Hirowareta Otoko,https://myanimelist.net/anime/41312/Kami-tachi_ni_Hirowareta_Otoko,Kami-tachi ni Hirowareta Otoko,6.95,#4043,#1321,"139,630",Fall 2020,TV,Maho Film
1648541917-3351,https://myanimelist.net/anime/season/archive,Summer 2015,https://myanimelist.net/anime/season/2015/summer,Non Non Biyori Repeat,https://myanimelist.net/anime/23623/Non_Non_Biyori_Repeat,Non Non Biyori Repeat,8.19,#337,#1049,"179,019",Summer 2015,TV,SILVER LINK.
1648535678-2353,https://myanimelist.net/anime/season/archive,Fall 2010,https://myanimelist.net/anime/season/2010/fall,Soredemo Machi wa Mawatteiru,https://myanimelist.net/anime/8726/Soredemo_Machi_wa_Mawatteiru,Soredemo Machi wa Mawatteiru,7.44,#1840,#2450,"56,213",Fall 2010,TV,Shaft
1648543451-3601,https://myanimelist.net/anime/season/archive,Summer 2016,https://myanimelist.net/anime/season/2016/summer,Hitori no Shita: The Outcast,https://myanimelist.net/anime/33421/Hitori_no_Shita__The_Outcast,Hitori no Shita: The Outcast,6.81,#4652,#1087,"172,552",Summer 2016,TV,Namu Animation
1648539922-3025,https://myanimelist.net/anime/season/archive,Fall 2014,https://myanimelist.net/anime/season/2014/fall,Zhen Gyi Hong Shi,https://myanimelist.net/anime/36429/Zhen_Gyi_Hong_Shi,Zhen Gyi Hong Shi,N/A,#15107,#13281,504,Fall 2014,TV,null
1648529077-1302,https://myanimelist.net/anime/season/archive,Winter 2002,https://myanimelist.net/anime/season/2002/winter,Kakutou Ryouri Densetsu Bistro Recipe,https://myanimelist.net/anime/2287/Kakutou_Ryouri_Densetsu_Bistro_Recipe,Kakutou Ryouri Densetsu Bistro Recipe,6.03,#8660,#7554,"4,517",Winter 2002,TV,Group TAC
1648538511-2803,https://myanimelist.net/anime/season/archive,Winter 2012,https://myanimelist.net/anime/season/2012/winter,Brave 10,https://myanimelist.net/anime/11241/Brave_10,Brave 10,6.76,#4901,#1323,"139,558",Winter 2012,TV,TMS Entertainment
1648534664-2189,https://myanimelist.net/anime/season/archive,Fall 2009,https://myanimelist.net/anime/season/2009/fall,Ken to Kaijuu,https://myanimelist.net/anime/29433/Ken_to_Kaijuu,Ken to Kaijuu,N/A,#17130,#16848,184,Fall 2009,TV,null
1648550086-4671,https://myanimelist.net/anime/season/archive,Winter 2020,https://myanimelist.net/anime/season/2020/winter,Plunderer,https://myanimelist.net/anime/37345/Plunderer,Plunderer,6.59,#5770,#564,"325,767",Winter 2020,TV,GEEK TOYS
1648540067-3049,https://myanimelist.net/anime/season/archive,Fall 2014,https://myanimelist.net/anime/season/2014/fall,"Ore, Twintail ni Narimasu.",https://myanimelist.net/anime/24705/Ore_Twintail_ni_Narimasu,"Ore, Twintail ni Narimasu.",6.45,#6522,#1275,"145,665",Fall 2014,TV,Production IMS
1648535546-2332,https://myanimelist.net/anime/season/archive,Winter 2009,https://myanimelist.net/anime/season/2009/winter,White Album,https://myanimelist.net/anime/4720/White_Album,White Album,6.51,#6226,#1579,"109,840",Winter 2009,TV,Seven Arcs
1648525891-809,https://myanimelist.net/anime/season/archive,Spring 1995,https://myanimelist.net/anime/season/1995/spring,Fushigi Yuugi,https://myanimelist.net/anime/123/Fushigi_Yuugi,Fushigi Yuugi,7.62,#1288,#1610,"107,677",Spring 1995,TV,Studio Pierrot
1648537877-2700,https://myanimelist.net/anime/season/archive,Summer 2012,https://myanimelist.net/anime/season/2012/summer,Rinne no Lagrange Season 2,https://myanimelist.net/anime/12281/Rinne_no_Lagrange_Season_2,Rinne no Lagrange Season 2,6.97,#3974,#3618,"26,982",Summer 2012,TV,Xebec
